# BabelNet 4.0.1 - SapienzaNLP - LICENSE: BabelNet License - https://babelnet.org
bn:00082116v	wn:00865776v
bn:00088820v	wn:01629403v
bn:00088821v	wn:02296153v
bn:00088822v	wn:02200498v
bn:00088823v	wn:02562901v
bn:00088824v	wn:02343595v
bn:00088825v	wn:02230772v
bn:00088826v	wn:02309374v
bn:00088827v	wn:01060746v
bn:00088828v	wn:02317094v
bn:00088829v	wn:00673571v
bn:00088830v	wn:02564052v
bn:00088831v	wn:02359553v
bn:00088832v	wn:01716283v
bn:00088833v	wn:01716112v
bn:00088834v	wn:01449796v
bn:00088835v	wn:01175810v
bn:00088836v	wn:01069638v
bn:00088837v	wn:00944247v
bn:00088838v	wn:00888009v
bn:00088839v	wn:00878876v
bn:00088840v	wn:00771806v
bn:00088841v	wn:00748972v
bn:00088842v	wn:00748616v
bn:00088843v	wn:00341184v
bn:00088844v	wn:00108747v
bn:00088845v	wn:00108604v
bn:00088846v	wn:01036188v
bn:00088847v	wn:02201855v
bn:00088848v	wn:02293915v
bn:00088849v	wn:02284951v
bn:00088850v	wn:01631959v
bn:00088851v	wn:02532458v
bn:00088852v	wn:02530770v
bn:00088853v	wn:02631005v
bn:00088854v	wn:00892315v
bn:00088855v	wn:00353639v
bn:00088856v	wn:02167875v
bn:00088857v	wn:02164186v
bn:00088858v	wn:02367032v
bn:00088859v	wn:01115585v
bn:00088860v	wn:01196524v
bn:00088861v	wn:00944548v
bn:00088862v	wn:00435103v
bn:00088863v	wn:01208708v
bn:00088864v	wn:00374375v
bn:00088865v	wn:01813499v
bn:00088866v	wn:01812950v
bn:00088867v	wn:00532886v
bn:00088868v	wn:00693172v
bn:00088869v	wn:02165304v
bn:00088870v	wn:01893000v
bn:00088871v	wn:02152278v
bn:00088872v	wn:00033203v
bn:00088873v	wn:02765090v
bn:00088874v	wn:02162672v
bn:00088875v	wn:02335363v
bn:00088876v	wn:02152690v
bn:00088877v	wn:01587575v
bn:00088878v	wn:00188580v
bn:00088879v	wn:00125447v
bn:00088880v	wn:01269521v
bn:00088881v	wn:02162947v
bn:00088882v	wn:02160779v
bn:00088883v	wn:00423575v
bn:00088884v	wn:01320009v
bn:00088885v	wn:01887576v
bn:00088886v	wn:01942347v
bn:00088887v	wn:01887901v
bn:00088888v	wn:01132797v
bn:00088889v	wn:02119470v
bn:00088890v	wn:01894914v
bn:00088891v	wn:02166861v
bn:00088892v	wn:00540739v
bn:00088893v	wn:01845457v
bn:00088894v	wn:02212507v
bn:00088895v	wn:00489299v
bn:00088896v	wn:00580512v
bn:00088897v	wn:00489496v
bn:00088898v	wn:00858341v
bn:00088899v	wn:01682582v
bn:00088900v	wn:00960961v
bn:00088901v	wn:02516255v
bn:00088902v	wn:02148109v
bn:00088903v	wn:02160944v
bn:00088904v	wn:01830042v
bn:00088905v	wn:01332205v
bn:00088906v	wn:00486850v
bn:00088907v	wn:02178186v
bn:00088908v	wn:01987781v
bn:00088909v	wn:01280808v
bn:00088910v	wn:00078578v
bn:00088911v	wn:01445597v
bn:00088912v	wn:01835496v
bn:00088913v	wn:02372605v
bn:00088914v	wn:02653862v
bn:00088915v	wn:02721284v
bn:00088916v	wn:00341560v
bn:00088917v	wn:00359916v
bn:00088918v	wn:02618001v
bn:00088919v	wn:02176268v
bn:00088920v	wn:01192773v
bn:00088921v	wn:00539110v
bn:00088922v	wn:02617798v
bn:00088923v	wn:02729819v
bn:00088924v	wn:01076615v
bn:00088925v	wn:02700772v
bn:00088926v	wn:02700666v
bn:00088927v	wn:02686471v
bn:00088928v	wn:01318849v
bn:00088929v	wn:01192992v
bn:00088930v	wn:00676267v
bn:00088931v	wn:02670270v
bn:00088932v	wn:02050132v
bn:00088933v	wn:01317533v
bn:00088934v	wn:00781303v
bn:00088935v	wn:02417208v
bn:00088936v	wn:02738126v
bn:00088937v	wn:02085446v
bn:00088938v	wn:02045043v
bn:00088939v	wn:02009433v
bn:00088940v	wn:00959714v
bn:00088941v	wn:00528339v
bn:00088942v	wn:00800242v
bn:00088943v	wn:00210259v
bn:00088944v	wn:02051694v
bn:00088945v	wn:01029368v
bn:00088946v	wn:00150977v
bn:00088947v	wn:02733673v
bn:00088948v	wn:01989873v
bn:00088949v	wn:02733806v
bn:00088950v	wn:01205331v
bn:00088951v	wn:01099866v
bn:00088952v	wn:01970646v
bn:00088953v	wn:02250467v
bn:00088954v	wn:00706047v
bn:00088955v	wn:01072807v
bn:00088956v	wn:02544781v
bn:00088957v	wn:02005496v
bn:00088958v	wn:02736259v
bn:00088959v	wn:00307295v
bn:00088960v	wn:01526792v
bn:00088961v	wn:00305846v
bn:00088962v	wn:02602458v
bn:00088963v	wn:01842204v
bn:00088964v	wn:02011437v
bn:00088965v	wn:00352419v
bn:00088966v	wn:02667558v
bn:00088967v	wn:00696700v
bn:00088968v	wn:01161947v
bn:00088969v	wn:00838786v
bn:00088970v	wn:00208691v
bn:00088971v	wn:01093465v
bn:00088972v	wn:01943949v
bn:00088973v	wn:01818835v
bn:00088974v	wn:01241073v
bn:00088975v	wn:01240935v
bn:00088976v	wn:00851733v
bn:00088977v	wn:01058426v
bn:00088978v	wn:01396091v
bn:00088979v	wn:01146793v
bn:00088980v	wn:02180152v
bn:00088981v	wn:00648764v
bn:00088982v	wn:01457079v
bn:00088983v	wn:01231061v
bn:00088984v	wn:01225867v
bn:00088985v	wn:01929133v
bn:00088986v	wn:01445235v
bn:00088987v	wn:01559230v
bn:00088988v	wn:01281782v
bn:00088989v	wn:01281343v
bn:00088990v	wn:02511551v
bn:00088991v	wn:02442205v
bn:00088992v	wn:02586619v
bn:00088993v	wn:02628647v
bn:00088994v	wn:00106592v
bn:00088995v	wn:02304648v
bn:00088996v	wn:02099239v
bn:00088997v	wn:02358217v
bn:00088998v	wn:01350283v
bn:00088999v	wn:00737476v
bn:00089000v	wn:01614079v
bn:00089001v	wn:00576498v
bn:00089002v	wn:00658052v
bn:00089003v	wn:01307609v
bn:00089004v	wn:00657728v
bn:00089005v	wn:00657550v
bn:00089006v	wn:02264397v
bn:00089007v	wn:02264179v
bn:00089008v	wn:01530431v
bn:00089009v	wn:01530898v
bn:00089010v	wn:01363005v
bn:00089011v	wn:00144169v
bn:00089012v	wn:00141524v
bn:00089013v	wn:01714805v
bn:00089014v	wn:00099374v
bn:00089015v	wn:01755291v
bn:00089016v	wn:01574292v
bn:00089017v	wn:01216004v
bn:00089018v	wn:01137055v
bn:00089019v	wn:01603032v
bn:00089020v	wn:01580348v
bn:00089021v	wn:01209025v
bn:00089022v	wn:01204581v
bn:00089023v	wn:02330583v
bn:00089024v	wn:01574077v
bn:00089025v	wn:01394464v
bn:00089026v	wn:01308160v
bn:00089027v	wn:01816431v
bn:00089028v	wn:01182293v
bn:00089029v	wn:01551871v
bn:00089030v	wn:01603175v
bn:00089031v	wn:02732148v
bn:00089032v	wn:02731996v
bn:00089033v	wn:01835280v
bn:00089034v	wn:00289679v
bn:00089035v	wn:00289392v
bn:00089036v	wn:01608508v
bn:00089037v	wn:01269379v
bn:00089038v	wn:00521478v
bn:00089039v	wn:00897241v
bn:00089040v	wn:00897125v
bn:00089041v	wn:00718907v
bn:00089042v	wn:02197505v
bn:00089043v	wn:00325910v
bn:00089044v	wn:01797347v
bn:00089045v	wn:00326773v
bn:00089046v	wn:00788821v
bn:00089047v	wn:00034288v
bn:00089048v	wn:00029025v
bn:00089049v	wn:02048682v
bn:00089050v	wn:01624449v
bn:00089051v	wn:01624321v
bn:00089052v	wn:02587239v
bn:00089053v	wn:01224001v
bn:00089054v	wn:01394938v
bn:00089055v	wn:01394715v
bn:00089056v	wn:00907930v
bn:00089057v	wn:02165002v
bn:00089058v	wn:01045419v
bn:00089059v	wn:01656107v
bn:00089060v	wn:02387034v
bn:00089061v	wn:00040353v
bn:00089062v	wn:01457489v
bn:00089063v	wn:02530936v
bn:00089064v	wn:01211263v
bn:00089065v	wn:01314440v
bn:00089066v	wn:02291434v
bn:00089067v	wn:00909573v
bn:00089068v	wn:01502762v
bn:00089069v	wn:01502654v
bn:00089070v	wn:00830648v
bn:00089071v	wn:02022486v
bn:00089072v	wn:02022359v
bn:00089073v	wn:01406684v
bn:00089074v	wn:01406512v
bn:00089075v	wn:01406356v
bn:00089076v	wn:01365355v
bn:00089077v	wn:01292534v
bn:00089078v	wn:01402173v
bn:00089079v	wn:00656576v
bn:00089080v	wn:01143028v
bn:00089081v	wn:01366809v
bn:00089082v	wn:00125841v
bn:00089083v	wn:00230746v
bn:00089084v	wn:00231557v
bn:00089085v	wn:00245457v
bn:00089086v	wn:00250181v
bn:00089087v	wn:00250539v
bn:00089088v	wn:00232714v
bn:00089089v	wn:02540347v
bn:00089090v	wn:01045719v
bn:00089091v	wn:01319473v
bn:00089092v	wn:01314208v
bn:00089093v	wn:02216232v
bn:00089094v	wn:01774005v
bn:00089095v	wn:01773734v
bn:00089096v	wn:02187320v
bn:00089097v	wn:01043231v
bn:00089098v	wn:01043112v
bn:00089099v	wn:00890100v
bn:00089100v	wn:00889555v
bn:00089101v	wn:00891936v
bn:00089102v	wn:02456031v
bn:00089103v	wn:01129337v
bn:00089104v	wn:02599878v
bn:00089105v	wn:00631737v
bn:00089106v	wn:00916909v
bn:00089107v	wn:00636061v
bn:00089108v	wn:00918746v
bn:00089109v	wn:00031540v
bn:00089110v	wn:02178576v
bn:00089111v	wn:01170566v
bn:00089112v	wn:02439732v
bn:00089113v	wn:02159427v
bn:00089114v	wn:01571538v
bn:00089115v	wn:01202068v
bn:00089116v	wn:01067002v
bn:00089117v	wn:01364019v
bn:00089118v	wn:01175224v
bn:00089119v	wn:00586387v
bn:00089120v	wn:00069166v
bn:00089121v	wn:01357288v
bn:00089122v	wn:01136614v
bn:00089123v	wn:01136964v
bn:00089124v	wn:02177976v
bn:00089125v	wn:00985334v
bn:00089126v	wn:02068413v
bn:00089127v	wn:00882220v
bn:00089128v	wn:01516290v
bn:00089129v	wn:01591012v
bn:00089130v	wn:01590747v
bn:00089131v	wn:02769077v
bn:00089132v	wn:02084879v
bn:00089133v	wn:01310125v
bn:00089134v	wn:01204677v
bn:00089135v	wn:00271520v
bn:00089136v	wn:01170824v
bn:00089137v	wn:02046755v
bn:00089138v	wn:00300989v
bn:00089139v	wn:00049102v
bn:00089140v	wn:01165043v
bn:00089141v	wn:01257817v
bn:00089142v	wn:01148199v
bn:00089143v	wn:01148101v
bn:00089144v	wn:00526441v
bn:00089145v	wn:00006100v
bn:00089146v	wn:01596972v
bn:00089147v	wn:01221842v
bn:00089148v	wn:00900499v
bn:00089149v	wn:00900376v
bn:00089150v	wn:02759115v
bn:00089151v	wn:01231140v
bn:00089152v	wn:00914061v
bn:00089153v	wn:02117649v
bn:00089154v	wn:01860795v
bn:00089155v	wn:00354452v
bn:00089156v	wn:02485631v
bn:00089157v	wn:00642357v
bn:00089158v	wn:01751173v
bn:00089159v	wn:01416539v
bn:00089160v	wn:01064151v
bn:00089161v	wn:01085474v
bn:00089162v	wn:01799629v
bn:00089163v	wn:00091851v
bn:00089164v	wn:02000133v
bn:00089165v	wn:00288673v
bn:00089166v	wn:00676714v
bn:00089167v	wn:01536925v
bn:00089168v	wn:02230615v
bn:00089169v	wn:00285856v
bn:00089170v	wn:01659007v
bn:00089171v	wn:01085874v
bn:00089172v	wn:01210737v
bn:00089173v	wn:01224415v
bn:00089174v	wn:01804414v
bn:00089175v	wn:02514704v
bn:00089176v	wn:01273632v
bn:00089177v	wn:01005209v
bn:00089178v	wn:01482075v
bn:00089179v	wn:01481360v
bn:00089180v	wn:02485451v
bn:00089181v	wn:01977962v
bn:00089182v	wn:02734952v
bn:00089183v	wn:01481957v
bn:00089184v	wn:02741003v
bn:00089185v	wn:02557790v
bn:00089186v	wn:01677716v
bn:00089187v	wn:01481819v
bn:00089188v	wn:01481647v
bn:00089189v	wn:00210110v
bn:00089190v	wn:02664413v
bn:00089191v	wn:01955808v
bn:00089192v	wn:00350461v
bn:00089193v	wn:00790509v
bn:00089194v	wn:02390287v
bn:00089195v	wn:02622033v
bn:00089196v	wn:01309027v
bn:00089197v	wn:00363003v
bn:00089198v	wn:01828405v
bn:00089199v	wn:02593912v
bn:00089200v	wn:00344174v
bn:00089201v	wn:00990249v
bn:00089202v	wn:01120759v
bn:00089203v	wn:02656189v
bn:00089204v	wn:02350065v
bn:00089205v	wn:02148604v
bn:00089206v	wn:01267611v
bn:00089207v	wn:00443116v
bn:00089208v	wn:00443384v
bn:00089209v	wn:00302875v
bn:00089210v	wn:00295120v
bn:00089211v	wn:00272910v
bn:00089212v	wn:02085004v
bn:00089213v	wn:02189588v
bn:00089214v	wn:00510576v
bn:00089215v	wn:00102586v
bn:00089216v	wn:01707306v
bn:00089217v	wn:01706889v
bn:00089218v	wn:00483181v
bn:00089219v	wn:00482473v
bn:00089220v	wn:01491697v
bn:00089221v	wn:01163495v
bn:00089222v	wn:00234857v
bn:00089223v	wn:01732713v
bn:00089224v	wn:01140515v
bn:00089225v	wn:00389083v
bn:00089226v	wn:01072133v
bn:00089227v	wn:00545422v
bn:00089228v	wn:00175804v
bn:00089229v	wn:01257399v
bn:00089230v	wn:01009097v
bn:00089231v	wn:01348599v
bn:00089232v	wn:01644522v
bn:00089233v	wn:00047172v
bn:00089234v	wn:02363128v
bn:00089235v	wn:00063095v
bn:00089236v	wn:01682234v
bn:00089237v	wn:01276593v
bn:00089238v	wn:01452255v
bn:00089239v	wn:02004009v
bn:00089240v	wn:02203362v
bn:00089241v	wn:02204692v
bn:00089242v	wn:02378453v
bn:00089243v	wn:02205098v
bn:00089244v	wn:02740745v
bn:00089245v	wn:00065370v
bn:00089246v	wn:02210119v
bn:00089247v	wn:01427127v
bn:00089248v	wn:01191232v
bn:00089249v	wn:00596342v
bn:00089250v	wn:00730052v
bn:00089251v	wn:02646601v
bn:00089252v	wn:00052374v
bn:00089253v	wn:01061704v
bn:00089254v	wn:02302817v
bn:00089255v	wn:01145612v
bn:00089256v	wn:00585405v
bn:00089257v	wn:02772202v
bn:00089258v	wn:02585722v
bn:00089259v	wn:01935233v
bn:00089260v	wn:02440244v
bn:00089261v	wn:01999423v
bn:00089262v	wn:02729023v
bn:00089263v	wn:02754463v
bn:00089264v	wn:02694287v
bn:00089265v	wn:02624128v
bn:00089266v	wn:01590915v
bn:00089267v	wn:01236009v
bn:00089268v	wn:00976224v
bn:00089269v	wn:02332445v
bn:00089270v	wn:02366884v
bn:00089271v	wn:00270561v
bn:00089272v	wn:00099184v
bn:00089273v	wn:02263788v
bn:00089274v	wn:01503404v
bn:00089275v	wn:00453424v
bn:00089276v	wn:01504298v
bn:00089277v	wn:02169702v
bn:00089278v	wn:02500902v
bn:00089279v	wn:02107442v
bn:00089280v	wn:02171039v
bn:00089281v	wn:02170181v
bn:00089282v	wn:00371264v
bn:00089283v	wn:02333358v
bn:00089284v	wn:00372665v
bn:00089285v	wn:00227667v
bn:00089286v	wn:00986586v
bn:00089287v	wn:01507792v
bn:00089288v	wn:01455866v
bn:00089289v	wn:02088470v
bn:00089290v	wn:00907800v
bn:00089291v	wn:01694850v
bn:00089292v	wn:01615190v
bn:00089293v	wn:01615020v
bn:00089294v	wn:00428067v
bn:00089295v	wn:02571901v
bn:00089296v	wn:02038791v
bn:00089297v	wn:01992114v
bn:00089298v	wn:01751545v
bn:00089299v	wn:01403987v
bn:00089300v	wn:00533671v
bn:00089301v	wn:01456341v
bn:00089302v	wn:00432436v
bn:00089303v	wn:00432281v
bn:00089304v	wn:01975753v
bn:00089305v	wn:00392588v
bn:00089306v	wn:01040400v
bn:00089307v	wn:01932482v
bn:00089308v	wn:02726164v
bn:00089309v	wn:01181295v
bn:00089310v	wn:02555434v
bn:00089311v	wn:00206998v
bn:00089312v	wn:02548422v
bn:00089313v	wn:01329732v
bn:00089314v	wn:01061799v
bn:00089315v	wn:01061881v
bn:00089316v	wn:01607716v
bn:00089317v	wn:01331518v
bn:00089318v	wn:00844941v
bn:00089319v	wn:00283664v
bn:00089320v	wn:02028616v
bn:00089321v	wn:02652158v
bn:00089322v	wn:01778017v
bn:00089323v	wn:02640440v
bn:00089324v	wn:02641035v
bn:00089325v	wn:01461646v
bn:00089326v	wn:01260685v
bn:00089327v	wn:01260428v
bn:00089328v	wn:00327010v
bn:00089329v	wn:00015946v
bn:00089330v	wn:02596004v
bn:00089331v	wn:00003826v
bn:00089332v	wn:02145814v
bn:00089333v	wn:02092907v
bn:00089334v	wn:00041206v
bn:00089335v	wn:02010255v
bn:00089336v	wn:02275034v
bn:00089337v	wn:01920932v
bn:00089338v	wn:01593134v
bn:00089339v	wn:01660640v
bn:00089340v	wn:02451370v
bn:00089341v	wn:01297174v
bn:00089342v	wn:00927430v
bn:00089343v	wn:01053771v
bn:00089344v	wn:02069014v
bn:00089345v	wn:01054186v
bn:00089346v	wn:01405044v
bn:00089347v	wn:01400044v
bn:00089348v	wn:01209135v
bn:00089349v	wn:01137138v
bn:00089350v	wn:02206462v
bn:00089351v	wn:01111816v
bn:00089352v	wn:01123887v
bn:00089353v	wn:02104161v
bn:00089354v	wn:01209426v
bn:00089355v	wn:01157421v
bn:00089356v	wn:01152396v
bn:00089357v	wn:00781903v
bn:00089358v	wn:01769220v
bn:00089359v	wn:01190277v
bn:00089360v	wn:00607114v
bn:00089361v	wn:01833717v
bn:00089362v	wn:02524739v
bn:00089363v	wn:01956955v
bn:00089364v	wn:01614774v
bn:00089365v	wn:02306087v
bn:00089366v	wn:02023851v
bn:00089367v	wn:01381244v
bn:00089368v	wn:02281093v
bn:00089369v	wn:02468465v
bn:00089370v	wn:02577586v
bn:00089371v	wn:01403447v
bn:00089372v	wn:02452240v
bn:00089373v	wn:01289633v
bn:00089374v	wn:02332788v
bn:00089375v	wn:02390169v
bn:00089376v	wn:02347220v
bn:00089377v	wn:00092204v
bn:00089378v	wn:01742556v
bn:00089379v	wn:02304862v
bn:00089380v	wn:01287929v
bn:00089381v	wn:01455184v
bn:00089382v	wn:01611359v
bn:00089383v	wn:01455754v
bn:00089384v	wn:02681795v
bn:00089385v	wn:01216670v
bn:00089386v	wn:02283324v
bn:00089387v	wn:01217043v
bn:00089388v	wn:02683489v
bn:00089389v	wn:02648502v
bn:00089390v	wn:00683771v
bn:00089391v	wn:02746275v
bn:00089392v	wn:00736586v
bn:00089393v	wn:00607000v
bn:00089394v	wn:02643574v
bn:00089395v	wn:02450989v
bn:00089396v	wn:02441897v
bn:00089397v	wn:01334744v
bn:00089398v	wn:01151753v
bn:00089399v	wn:00004492v
bn:00089400v	wn:02422663v
bn:00089401v	wn:02641463v
bn:00089402v	wn:02283608v
bn:00089403v	wn:00235763v
bn:00089404v	wn:00819163v
bn:00089405v	wn:01117325v
bn:00089406v	wn:00362610v
bn:00089407v	wn:02202384v
bn:00089408v	wn:02740859v
bn:00089409v	wn:02433991v
bn:00089410v	wn:02283716v
bn:00089411v	wn:01116585v
bn:00089412v	wn:02641741v
bn:00089413v	wn:01781387v
bn:00089414v	wn:02682424v
bn:00089415v	wn:02643280v
bn:00089416v	wn:00669099v
bn:00089417v	wn:02442106v
bn:00089418v	wn:02319946v
bn:00089419v	wn:02141559v
bn:00089420v	wn:02277448v
bn:00089421v	wn:02618688v
bn:00089422v	wn:01408153v
bn:00089423v	wn:01282023v
bn:00089424v	wn:02146525v
bn:00089425v	wn:01113264v
bn:00089426v	wn:02708707v
bn:00089427v	wn:00915423v
bn:00089428v	wn:00913885v
bn:00089429v	wn:00913795v
bn:00089430v	wn:01251515v
bn:00089431v	wn:02459633v
bn:00089432v	wn:02005347v
bn:00089433v	wn:02388215v
bn:00089434v	wn:01153007v
bn:00089435v	wn:01101218v
bn:00089436v	wn:00415231v
bn:00089437v	wn:00457569v
bn:00089438v	wn:00457327v
bn:00089439v	wn:00457100v
bn:00089440v	wn:00417482v
bn:00089441v	wn:02699783v
bn:00089442v	wn:01247181v
bn:00089443v	wn:00473572v
bn:00089444v	wn:02195852v
bn:00089445v	wn:01752162v
bn:00089446v	wn:01229809v
bn:00089447v	wn:00533773v
bn:00089448v	wn:02708923v
bn:00089449v	wn:02546075v
bn:00089450v	wn:02237631v
bn:00089451v	wn:01337092v
bn:00089452v	wn:02726717v
bn:00089453v	wn:01709781v
bn:00089454v	wn:01365549v
bn:00089455v	wn:01409177v
bn:00089456v	wn:01396790v
bn:00089457v	wn:01365709v
bn:00089458v	wn:01080883v
bn:00089459v	wn:00783042v
bn:00089460v	wn:01366426v
bn:00089461v	wn:01303123v
bn:00089462v	wn:01042725v
bn:00089463v	wn:01053221v
bn:00089464v	wn:01244853v
bn:00089465v	wn:01966861v
bn:00089466v	wn:02095211v
bn:00089467v	wn:01840736v
bn:00089468v	wn:02095060v
bn:00089469v	wn:02094922v
bn:00089470v	wn:02094788v
bn:00089471v	wn:00170997v
bn:00089472v	wn:01811441v
bn:00089473v	wn:01445027v
bn:00089474v	wn:02169119v
bn:00089475v	wn:02116777v
bn:00089476v	wn:02116568v
bn:00089477v	wn:01184058v
bn:00089478v	wn:01086965v
bn:00089479v	wn:00762889v
bn:00089480v	wn:02340247v
bn:00089481v	wn:01398772v
bn:00089482v	wn:00228521v
bn:00089483v	wn:02348927v
bn:00089484v	wn:01194418v
bn:00089485v	wn:01938837v
bn:00089486v	wn:01858167v
bn:00089487v	wn:01668958v
bn:00089488v	wn:02003601v
bn:00089489v	wn:02701828v
bn:00089490v	wn:00604225v
bn:00089491v	wn:02683316v
bn:00089492v	wn:02706046v
bn:00089493v	wn:02640906v
bn:00089494v	wn:01943448v
bn:00089495v	wn:01944252v
bn:00089496v	wn:01046932v
bn:00089497v	wn:01047381v
bn:00089498v	wn:01046059v
bn:00089499v	wn:00029836v
bn:00089500v	wn:02027226v
bn:00089501v	wn:00288017v
bn:00089502v	wn:00287735v
bn:00089503v	wn:01200245v
bn:00089504v	wn:01396524v
bn:00089505v	wn:02518043v
bn:00089506v	wn:02696503v
bn:00089507v	wn:00180076v
bn:00089508v	wn:01055829v
bn:00089509v	wn:02187041v
bn:00089510v	wn:01056214v
bn:00089511v	wn:01801498v
bn:00089512v	wn:01801697v
bn:00089513v	wn:02593001v
bn:00089514v	wn:00215800v
bn:00089515v	wn:00116079v
bn:00089516v	wn:00859604v
bn:00089517v	wn:02035559v
bn:00089518v	wn:02121958v
bn:00089519v	wn:02146377v
bn:00089520v	wn:00819335v
bn:00089521v	wn:01143838v
bn:00089522v	wn:02056691v
bn:00089523v	wn:02034147v
bn:00089524v	wn:01878376v
bn:00089525v	wn:01316401v
bn:00089526v	wn:01144657v
bn:00089527v	wn:01967205v
bn:00089528v	wn:02062212v
bn:00089529v	wn:01067664v
bn:00089530v	wn:00913982v
bn:00089531v	wn:02055649v
bn:00089532v	wn:00459296v
bn:00089533v	wn:00064643v
bn:00089534v	wn:00260470v
bn:00089535v	wn:00065070v
bn:00089536v	wn:02092183v
bn:00089537v	wn:00461354v
bn:00089538v	wn:00461493v
bn:00089539v	wn:02190188v
bn:00089540v	wn:00461234v
bn:00089541v	wn:00461057v
bn:00089542v	wn:00181258v
bn:00089543v	wn:02096312v
bn:00089544v	wn:02322596v
bn:00089545v	wn:02210496v
bn:00089546v	wn:00767019v
bn:00089547v	wn:00214407v
bn:00089548v	wn:00214268v
bn:00089549v	wn:00214020v
bn:00089550v	wn:01133096v
bn:00089551v	wn:00308534v
bn:00089552v	wn:00564300v
bn:00089553v	wn:00564151v
bn:00089554v	wn:01943153v
bn:00089555v	wn:01245052v
bn:00089556v	wn:01731718v
bn:00089557v	wn:00861423v
bn:00089558v	wn:00954908v
bn:00089559v	wn:01763482v
bn:00089560v	wn:00028010v
bn:00089561v	wn:00094153v
bn:00089562v	wn:00003133v
bn:00089563v	wn:00002942v
bn:00089564v	wn:01700326v
bn:00089565v	wn:00020671v
bn:00089566v	wn:00181005v
bn:00089567v	wn:00692718v
bn:00089568v	wn:01062050v
bn:00089569v	wn:00375579v
bn:00089570v	wn:00370921v
bn:00089571v	wn:01937222v
bn:00089572v	wn:00692907v
bn:00089573v	wn:00624967v
bn:00089574v	wn:00618878v
bn:00089575v	wn:01026095v
bn:00089576v	wn:00691944v
bn:00089577v	wn:00714531v
bn:00089578v	wn:00618451v
bn:00089579v	wn:01526483v
bn:00089580v	wn:02417504v
bn:00089581v	wn:02759614v
bn:00089582v	wn:02119241v
bn:00089583v	wn:00595505v
bn:00089584v	wn:00291873v
bn:00089585v	wn:01683758v
bn:00089586v	wn:01687401v
bn:00089587v	wn:01668421v
bn:00089588v	wn:02151603v
bn:00089589v	wn:00602510v
bn:00089590v	wn:02689146v
bn:00089591v	wn:02689008v
bn:00089592v	wn:00456151v
bn:00089593v	wn:02674879v
bn:00089594v	wn:01694263v
bn:00089595v	wn:00547802v
bn:00089596v	wn:01577635v
bn:00089597v	wn:00601378v
bn:00089598v	wn:00415967v
bn:00089599v	wn:00413704v
bn:00089600v	wn:00413432v
bn:00089601v	wn:02214864v
bn:00089602v	wn:01207149v
bn:00089603v	wn:01121508v
bn:00089604v	wn:00269889v
bn:00089605v	wn:00269140v
bn:00089606v	wn:02325736v
bn:00089607v	wn:01128778v
bn:00089608v	wn:00086835v
bn:00089609v	wn:01343482v
bn:00089610v	wn:00262881v
bn:00089611v	wn:01572003v
bn:00089612v	wn:00867843v
bn:00089613v	wn:00844744v
bn:00089614v	wn:01511706v
bn:00089615v	wn:02726884v
bn:00089616v	wn:01723690v
bn:00089617v	wn:00849788v
bn:00089618v	wn:00837288v
bn:00089619v	wn:01290730v
bn:00089620v	wn:00734790v
bn:00089621v	wn:02408965v
bn:00089622v	wn:02677332v
bn:00089623v	wn:00930599v
bn:00089624v	wn:02636921v
bn:00089625v	wn:02636132v
bn:00089626v	wn:02346136v
bn:00089627v	wn:02232722v
bn:00089628v	wn:00932636v
bn:00089629v	wn:00777931v
bn:00089630v	wn:02306462v
bn:00089631v	wn:01302183v
bn:00089632v	wn:02317661v
bn:00089633v	wn:00498299v
bn:00089634v	wn:00497705v
bn:00089635v	wn:00053341v
bn:00089636v	wn:01769902v
bn:00089637v	wn:00728393v
bn:00089638v	wn:01531742v
bn:00089639v	wn:01747945v
bn:00089640v	wn:01471547v
bn:00089641v	wn:00283805v
bn:00089642v	wn:02495817v
bn:00089643v	wn:00868009v
bn:00089644v	wn:02353984v
bn:00089645v	wn:00726784v
bn:00089646v	wn:02395782v
bn:00089647v	wn:02425337v
bn:00089648v	wn:00349592v
bn:00089649v	wn:00572186v
bn:00089650v	wn:00572021v
bn:00089651v	wn:00285506v
bn:00089652v	wn:01645157v
bn:00089653v	wn:00378361v
bn:00089654v	wn:01555742v
bn:00089655v	wn:00851239v
bn:00089656v	wn:02171322v
bn:00089657v	wn:02063018v
bn:00089658v	wn:02037090v
bn:00089659v	wn:01772172v
bn:00089660v	wn:02632940v
bn:00089661v	wn:00684838v
bn:00089662v	wn:00183879v
bn:00089663v	wn:00466651v
bn:00089664v	wn:02448079v
bn:00089665v	wn:01541000v
bn:00089666v	wn:00156601v
bn:00089667v	wn:00153263v
bn:00089668v	wn:00254150v
bn:00089669v	wn:00606600v
bn:00089670v	wn:02721031v
bn:00089671v	wn:02036339v
bn:00089672v	wn:01280645v
bn:00089673v	wn:02251247v
bn:00089674v	wn:01745377v
bn:00089675v	wn:01279833v
bn:00089676v	wn:01277173v
bn:00089677v	wn:00885569v
bn:00089678v	wn:02472817v
bn:00089679v	wn:02354112v
